# Test channel data:
  0,   0, 134310,        500000
  0,   1, 130413,        500000
  0,   2, 127707,        500000
  0,   3, 127149,        500000
  0,   4, 127001,        500000
  0,   5, 126969,        500000
  0,   6, 126769,        500000
  0,   7, 126871,        500000
  0,   8, 127040,        500000
  0,   9, 126811,        500000
  0,  10, 126890,        500000
  0,  11, 126840,        500000
  0,  12, 127101,        500000
  0,  13, 126425,        500000
  0,  14, 126826,        500000
  0,  15, 126750,        500000
  0,  16, 126713,        500000
  0,  17, 127093,        500000
  0,  18, 126724,        500000
  0,  19, 127000,        500000
  0,  20, 126731,        500000
  0,  21, 127193,        500000
  0,  22, 126923,        500000
  0,  23, 127378,        500000
  0,  24, 127134,        500000
  0,  25, 127491,        500000
  0,  26, 127817,        500000
  0,  27, 129165,        500000
  0,  28, 129958,        500000
  0,  29, 131426,        500000
  0,  30, 132954,        500000
  0,  31, 135666,        500000
  0,  32, 137678,        500000
  0,  33, 140123,        500000
  0,  34, 142933,        500000
  0,  35, 145492,        500000
  0,  36, 147537,        500000
  0,  37, 149410,        500000
  0,  38, 151250,        500000
  0,  39, 152243,        500000
  0,  40, 153912,        500000
  0,  41, 153680,        500000
  0,  42, 153815,        500000
  0,  43, 154258,        500000
  0,  44, 154052,        500000
  0,  45, 153139,        500000
  0,  46, 153680,        500000
  0,  47, 152822,        500000
  0,  48, 151317,        500000
  0,  49, 151120,        500000
  0,  50, 151050,        500000
  0,  51, 149539,        500000
  0,  52, 149381,        500000
  0,  53, 149081,        500000
  0,  54, 148495,        500000
  0,  55, 148614,        500000
  0,  56, 149514,        500000
  0,  57, 149936,        500000
  0,  58, 151215,        500000
  0,  59, 152526,        500000
  0,  60, 152923,        500000
  0,  61, 153908,        500000
  0,  62, 154045,        500000
  0,  63, 154830,        500000
  0,  64, 155533,        500000
  0,  65, 155825,        500000
  0,  66, 155658,        500000
  0,  67, 154497,        500000
  0,  68, 154790,        500000
  0,  69, 153882,        500000
  0,  70, 153087,        500000
  0,  71, 153966,        500000
  0,  72, 152976,        500000
  0,  73, 152571,        500000
  0,  74, 152831,        500000
  0,  75, 152753,        500000
  0,  76, 153791,        500000
  0,  77, 154090,        500000
  0,  78, 152886,        500000
  0,  79, 155042,        500000
  0,  80, 154660,        500000
  0,  81, 155453,        500000
  0,  82, 155272,        500000
  0,  83, 154953,        500000
  0,  84, 154659,        500000
  0,  85, 155007,        500000
  0,  86, 154094,        500000
  0,  87, 153050,        500000
  0,  88, 152397,        500000
  0,  89, 151624,        500000
  0,  90, 151073,        500000
  0,  91, 149824,        500000
  0,  92, 150351,        500000
  0,  93, 148636,        500000
  0,  94, 150529,        500000
  0,  95, 148694,        500000
  0,  96, 149133,        500000
  0,  97, 150601,        500000
  0,  98, 151443,        500000
  0,  99, 151264,        500000
  0, 100, 151953,        500000
  0, 101, 152443,        500000
  0, 102, 153578,        500000
  0, 103, 153932,        500000
  0, 104, 153995,        500000
  0, 105, 154814,        500000
  0, 106, 153821,        500000
  0, 107, 153033,        500000
  0, 108, 152777,        500000
  0, 109, 151363,        500000
  0, 110, 150015,        500000
  0, 111, 147534,        500000
  0, 112, 145646,        500000
  0, 113, 144277,        500000
  0, 114, 141216,        500000
  0, 115, 139265,        500000
  0, 116, 137523,        500000
  0, 117, 134460,        500000
  0, 118, 132159,        500000
  0, 119, 130880,        500000
  0, 120, 129518,        500000
  0, 121, 128698,        500000
  0, 122, 127796,        500000
  0, 123, 127543,        500000
  0, 124, 127185,        500000
  0, 125, 127140,        500000
  0, 126, 126675,        500000
  0, 127, 126801,        500000
  0, 128, 126882,        500000
  0, 129, 126942,        500000
  0, 130, 127050,        500000
  0, 131, 126898,        500000
  0, 132, 126633,        500000
  0, 133, 126813,        500000
  0, 134, 126892,        500000
  0, 135, 127237,        500000
  0, 136, 126815,        500000
  0, 137, 126854,        500000
  0, 138, 126998,        500000
  0, 139, 127077,        500000
  0, 140, 126991,        500000
  0, 141, 127101,        500000
  0, 142, 126937,        500000
  0, 143, 126747,        500000
  0, 144, 126906,        500000
  0, 145, 127053,        500000
  0, 146, 127323,        500000
  0, 147, 128521,        500000
  0, 148, 131612,        500000
  0, 149, 136746,        500000
  0, 150, 140569,        500000
  0, 151, 145908,        500000
  0, 152, 151371,        500000
  0, 153, 153798,        500000
  0, 154, 155813,        500000
  1,   0, 135276,        500000
  1,   1, 130637,        500000
  1,   2, 128190,        500000
  1,   3, 127017,        500000
  1,   4, 126652,        500000
  1,   5, 127153,        500000
  1,   6, 126899,        500000
  1,   7, 126831,        500000
  1,   8, 127035,        500000
  1,   9, 126845,        500000
  1,  10, 127103,        500000
  1,  11, 126618,        500000
  1,  12, 126777,        500000
  1,  13, 127101,        500000
  1,  14, 126950,        500000
  1,  15, 126662,        500000
  1,  16, 127187,        500000
  1,  17, 126810,        500000
  1,  18, 127144,        500000
  1,  19, 126939,        500000
  1,  20, 126825,        500000
  1,  21, 126561,        500000
  1,  22, 126888,        500000
  1,  23, 126964,        500000
  1,  24, 127137,        500000
  1,  25, 127016,        500000
  1,  26, 127230,        500000
  1,  27, 127127,        500000
  1,  28, 127018,        500000
  1,  29, 127384,        500000
  1,  30, 127638,        500000
  1,  31, 128738,        500000
  1,  32, 129296,        500000
  1,  33, 131047,        500000
  1,  34, 132803,        500000
  1,  35, 134154,        500000
  1,  36, 136449,        500000
  1,  37, 138327,        500000
  1,  38, 140061,        500000
  1,  39, 141729,        500000
  1,  40, 143583,        500000
  1,  41, 143705,        500000
  1,  42, 144198,        500000
  1,  43, 144407,        500000
  1,  44, 143368,        500000
  1,  45, 142920,        500000
  1,  46, 140523,        500000
  1,  47, 139672,        500000
  1,  48, 136693,        500000
  1,  49, 135406,        500000
  1,  50, 134342,        500000
  1,  51, 133243,        500000
  1,  52, 132670,        500000
  1,  53, 132617,        500000
  1,  54, 133402,        500000
  1,  55, 133485,        500000
  1,  56, 135265,        500000
  1,  57, 136923,        500000
  1,  58, 137945,        500000
  1,  59, 139339,        500000
  1,  60, 141552,        500000
  1,  61, 142841,        500000
  1,  62, 144292,        500000
  1,  63, 145007,        500000
  1,  64, 145132,        500000
  1,  65, 144657,        500000
  1,  66, 143942,        500000
  1,  67, 143373,        500000
  1,  68, 142706,        500000
  1,  69, 140158,        500000
  1,  70, 138150,        500000
  1,  71, 137529,        500000
  1,  72, 136576,        500000
  1,  73, 136088,        500000
  1,  74, 136181,        500000
  1,  75, 137263,        500000
  1,  76, 138312,        500000
  1,  77, 139981,        500000
  1,  78, 140568,        500000
  1,  79, 141882,        500000
  1,  80, 143957,        500000
  1,  81, 144836,        500000
  1,  82, 145273,        500000
  1,  83, 145676,        500000
  1,  84, 145327,        500000
  1,  85, 144415,        500000
  1,  86, 143849,        500000
  1,  87, 142071,        500000
  1,  88, 140542,        500000
  1,  89, 138538,        500000
  1,  90, 137116,        500000
  1,  91, 135790,        500000
  1,  92, 134313,        500000
  1,  93, 134713,        500000
  1,  94, 132698,        500000
  1,  95, 133402,        500000
  1,  96, 134373,        500000
  1,  97, 135224,        500000
  1,  98, 136370,        500000
  1,  99, 137831,        500000
  1, 100, 139323,        500000
